event,t0_ns,peak_time_ns,amplitude_adc,charge_adc_ns,observed_amplitude_adc,resolvable
100,252.4477,272.0000,96.0619,7865.4812,142.0539,1
100,278.9913,298.0000,106.4632,8713.6554,206.5786,1
101,200.0000,218.0000,112.2227,9177.4586,112.2227,1
101,224.2200,242.0000,113.4917,9288.0602,302.9906,1
101,224.8453,244.0000,102.9303,8425.4240,300.4543,1
101,400.1427,418.0000,92.1623,7540.5196,110.3766,1
101,421.7537,440.0000,78.1314,6390.8690,195.0198,1
101,438.0307,456.0000,104.5814,8553.4302,239.0652,1
102,200.0000,218.0000,72.5730,5934.9485,72.5730,1
102,222.0224,240.0000,95.7340,7829.6068,153.6032,1
102,278.2364,296.0000,59.9725,4908.3741,126.9253,1
103,200.0000,218.0000,99.5785,8143.4292,99.5785,1
103,223.9195,242.0000,79.2730,6483.3272,156.2721,1
103,254.5794,274.0000,84.2406,6896.9099,183.7820,1
103,394.6389,414.0000,87.8210,7189.7317,106.8021,1
103,433.9744,452.0000,59.9978,4906.6746,123.1082,1
103,492.5016,512.0000,98.5653,8070.1470,147.5372,1
104,200.0000,218.0000,96.1989,7867.0534,96.1989,1
104,230.8513,250.0000,85.6724,7012.7384,193.8922,1
104,247.1301,266.0000,106.5862,8722.7922,230.3225,1
104,324.2991,342.0000,107.4889,8799.1699,177.3329,1
104,349.1117,368.0000,91.7133,7505.7252,217.9748,1
104,474.7259,494.0000,76.7831,6285.6824,105.2300,1
105,200.0000,218.0000,78.4282,6413.7798,142.9331,1
105,210.9132,230.0000,86.0791,7045.6974,158.0389,1
105,271.9895,290.0000,95.9371,7845.7167,159.7206,1
106,200.0000,218.0000,139.0256,11369.3714,139.0256,1
106,283.4273,302.0000,100.1927,8197.6253,140.1620,1
106,325.0445,344.0000,72.5044,5934.0022,149.7058,1
106,400.4614,420.0000,104.4185,8549.6247,149.6295,1
107,200.0000,218.0000,95.6022,7818.2559,95.6022,1
107,233.4082,252.0000,106.2590,8694.0966,169.2768,1
107,286.4112,306.0000,112.1557,9183.4602,187.7035,1
107,314.1610,332.0000,87.9433,7195.7697,327.6023,1
107,324.5455,344.0000,141.0359,11547.1096,329.5208,1
107,375.8416,394.0000,81.0068,6625.5652,234.1525,1
108,200.0000,218.0000,77.4322,6332.3307,77.4322,1
108,238.7707,258.0000,128.9013,10551.8809,273.9872,1
108,243.2738,262.0000,100.7221,8241.9547,270.6500,1
108,400.3677,418.0000,68.4459,5604.3886,90.5107,1
109,200.0000,218.0000,116.4625,9524.1835,116.4625,1
109,249.2900,268.0000,86.1581,7050.1088,145.1308,1
109,341.9755,360.0000,100.9962,8259.5489,135.1469,1
109,454.6693,474.0000,90.4659,7406.1044,113.1775,1
109,577.2212,596.0000,89.9154,7357.9652,106.3937,1
110,200.0000,218.0000,65.9074,5389.8455,65.9074,1
110,254.5969,274.0000,126.1005,10323.9142,156.3070,1
110,356.4562,376.0000,63.4982,5199.1548,95.2620,1
110,397.6214,416.0000,89.4319,7316.0211,142.7433,1
110,455.5201,474.0000,109.9319,8993.7888,169.6160,1
110,481.4865,500.0000,93.3771,7639.6113,213.8172,1
111,200.0000,218.0000,96.8676,7921.7367,96.8676,1
111,268.2192,286.0000,77.8406,6370.3932,114.1979,1
111,336.6825,356.0000,89.0348,7288.8720,128.7291,1
111,366.6722,386.0000,104.3143,8539.8016,189.6975,1
112,200.0000,218.0000,86.3344,7060.3418,86.3344,1
112,240.2845,258.0000,102.3792,8380.4713,153.9607,1
112,324.2363,342.0000,62.8472,5143.6451,105.1781,1
112,363.9126,382.0000,80.1174,6552.4242,139.5603,1
113,200.0000,218.0000,53.0588,4339.0917,53.0588,1
113,225.1633,244.0000,98.8177,8086.8208,145.7660,0
113,243.4394,262.0000,78.2125,6399.1688,190.4720,1
113,287.2796,306.0000,75.4218,6171.6336,173.4222,1
113,325.3791,344.0000,102.3809,8376.9828,200.4338,1
114,200.0000,218.0000,96.6777,7906.2059,96.6777,1
114,268.9374,288.0000,79.8445,6535.2660,114.9414,1
114,309.5377,328.0000,103.1413,8438.1143,168.0303,1
115,200.0000,218.0000,65.7856,5379.8839,65.7856,1
115,470.3033,488.0000,112.2182,9186.4528,113.0702,1
115,508.3635,526.0000,82.1108,6723.1858,152.2310,1
115,542.4052,562.0000,83.2642,6817.8165,215.2668,1
115,559.7254,578.0000,123.0147,10062.4020,263.9627,1
115,596.3410,614.0000,91.6934,7507.2146,247.9934,1
116,200.0000,218.0000,104.4962,8545.5970,104.4962,1
116,226.2705,244.0000,99.0248,8105.4951,177.3401,1
116,272.7262,292.0000,103.4629,8469.7696,285.1243,1
116,278.3296,296.0000,97.1246,7951.5720,280.6760,1
116,318.5079,338.0000,97.6958,7998.9187,249.7035,1
117,200.0000,218.0000,100.3002,8202.4505,100.3002,1
117,349.6586,368.0000,70.9520,5804.0820,80.5508,1
117,378.6040,398.0000,84.7361,6937.3536,140.1654,1
117,402.6872,422.0000,118.6455,9712.9335,220.0928,1
118,200.0000,218.0000,137.5955,11252.4204,137.5955,1
118,296.2063,314.0000,100.7588,8245.6286,133.1466,1
118,374.7181,394.0000,96.9971,7940.5101,136.6156,1
118,394.5380,414.0000,93.5458,7658.9724,270.8949,1
118,407.0006,426.0000,95.0818,7782.0701,267.3079,1
118,475.8926,494.0000,81.5647,6670.9030,173.1133,1
119,200.0000,218.0000,75.4647,6171.4258,75.4647,1
119,320.1494,338.0000,105.5563,8636.5740,236.1635,1
119,326.3486,344.0000,127.6680,10452.8358,241.6698,1
120,200.0000,218.0000,81.9408,6701.0378,81.9408,1
120,231.9859,250.0000,110.8193,9062.8033,166.6142,1
120,260.6031,280.0000,63.3037,5182.6839,175.2033,1
120,296.2446,314.0000,92.8693,7600.9756,197.4029,1
121,200.0000,218.0000,105.1508,8599.1291,105.1508,1
121,224.1157,242.0000,85.9198,7029.1329,294.5809,1
121,230.4040,250.0000,137.1731,11231.9775,291.3032,1
121,271.3182,290.0000,111.7334,9142.6678,378.8229,1
121,282.8529,302.0000,82.8982,6785.6419,417.0877,1
121,286.9414,306.0000,101.5070,8308.3190,403.3675,1
122,200.0000,218.0000,90.7250,7419.3977,90.7250,1
122,273.7540,292.0000,59.9189,4901.1467,90.7314,1
122,310.2754,328.0000,97.3219,7966.2474,152.2982,1
122,421.3927,440.0000,72.8797,5963.0827,99.0323,1
123,200.0000,218.0000,69.9546,5720.8165,69.9546,1
123,261.1208,280.0000,105.1772,8607.5371,191.2265,1
123,272.9586,292.0000,76.3815,6251.7269,195.5584,1
123,310.2397,328.0000,115.3543,9441.1285,296.5895,1
123,315.2991,334.0000,69.4243,5680.7827,286.6204,1
123,469.9893,488.0000,99.8632,8166.7872,123.4042,1
124,200.0000,218.0000,121.2418,9915.0322,200.1545,0
124,204.9745,224.0000,82.4104,6745.1015,202.5060,0
124,223.8739,242.0000,79.5452,6505.8460,241.9860,1
125,200.0000,218.0000,79.0927,6468.1223,79.0927,1
125,357.9436,376.0000,99.0850,8103.4710,166.7188,1
125,367.3374,386.0000,73.5994,6022.2324,172.2187,1
126,200.0000,218.0000,73.2197,5987.8362,73.2197,1
126,346.9433,366.0000,118.6634,9712.5505,125.9081,1
126,417.5439,436.0000,101.2578,8283.9781,145.8333,1
126,492.9695,512.0000,110.3275,9030.0839,258.0797,1
126,502.4721,522.0000,118.1690,9675.4278,259.1328,1
126,527.1256,546.0000,103.9736,8509.0087,290.5888,1
127,200.0000,218.0000,126.2161,10321.8270,218.1363,1
127,200.2378,218.0000,91.9202,7523.1271,218.1363,1
127,333.2251,352.0000,64.0421,5240.6815,91.3476,1
127,446.7514,466.0000,76.5689,6268.0347,91.6733,1
128,200.0000,218.0000,111.6529,9130.8601,111.6529,1
128,485.2620,504.0000,91.5861,7494.4402,189.9417,1
128,488.0967,506.0000,98.0426,8020.3945,190.3067,1
128,569.9560,588.0000,108.6217,8883.3141,164.0873,1
128,631.2063,650.0000,115.6345,9462.7180,180.3879,1
128,653.9522,672.0000,94.4547,7724.7364,230.3990,1
129,200.0000,218.0000,75.5787,6180.7506,75.5787,1
129,265.5761,284.0000,138.8647,11360.3243,168.1924,1
129,302.2198,320.0000,39.8821,3263.9175,227.9630,1
129,308.5160,328.0000,90.8015,7434.4013,220.3405,1
130,200.0000,218.0000,100.2014,8194.3690,100.2014,1
130,286.7536,306.0000,85.1503,6970.5075,112.1001,1
130,350.2013,368.0000,86.0343,7040.5244,130.2173,1
131,200.0000,218.0000,100.0369,8180.9188,137.0413,0
131,214.9933,234.0000,88.9471,7280.0106,229.3779,1
131,228.8700,248.0000,86.6086,7089.2672,235.4342,1
131,360.3347,378.0000,122.1354,9999.3780,150.8389,1
132,200.0000,218.0000,65.0230,5317.5128,65.0230,1
132,256.1922,274.0000,84.9766,6953.7547,114.7777,1
132,299.4796,318.0000,72.4678,5928.9613,248.3254,1
132,305.9086,324.0000,121.2092,9913.1579,247.7853,1
132,361.2068,380.0000,100.4760,8222.2502,207.8103,1
133,200.0000,218.0000,73.0782,5976.2609,73.0782,1
133,316.0499,334.0000,84.4308,6905.7999,96.7562,1
133,406.2267,424.0000,96.6695,7911.5311,227.5047,1
133,406.5407,426.0000,106.1746,8692.9246,226.7070,1
133,516.6162,536.0000,81.1524,6643.8997,121.8000,1
134,200.0000,218.0000,79.1979,6476.7238,79.1979,1
134,221.8822,240.0000,69.3182,5669.3593,132.4701,1
134,271.1628,290.0000,103.8910,8501.9987,166.7270,1
134,312.1695,330.0000,106.8474,8742.8030,200.3211,1
134,358.6694,378.0000,76.2453,6241.9141,174.3934,1
135,200.0000,218.0000,127.2230,10404.1695,176.4871,1
135,211.1703,230.0000,67.1129,5492.2062,183.8432,1
135,286.4380,306.0000,55.0684,4508.9899,111.0222,1
136,200.0000,218.0000,107.2039,8767.0275,129.1837,0
136,216.6953,236.0000,108.2758,8863.9625,198.9936,1
136,332.5517,352.0000,99.2638,8127.0499,130.5299,1
136,379.7423,398.0000,111.6057,9129.0332,178.5854,1
137,200.0000,218.0000,85.9120,7025.8003,85.9120,1
137,269.4462,288.0000,108.9934,8917.5518,212.9452,0
137,282.5045,302.0000,112.8968,9243.5389,310.3266,1
137,295.4822,314.0000,106.3337,8699.6848,309.1887,1
138,200.0000,218.0000,82.4358,6741.5149,82.4358,1
138,283.8950,302.0000,97.4351,7968.8747,121.1351,1
138,315.9793,334.0000,70.5014,5765.6385,150.6294,1
138,423.7052,442.0000,59.6602,4880.1933,86.5354,1
138,587.2906,606.0000,108.7973,8902.6190,115.0421,1
139,200.0000,218.0000,89.8018,7343.8986,224.1177,1
139,200.6441,220.0000,104.4737,8553.0306,236.6616,1
139,214.7843,234.0000,68.2813,5589.4594,238.2312,1
140,200.0000,218.0000,90.3278,7386.9157,90.3278,1
140,248.2471,266.0000,112.6349,9218.7938,223.6021,1
140,257.6244,276.0000,78.0411,6384.1766,224.2233,1
141,200.0000,218.0000,95.9638,7847.8236,95.9638,1
141,236.7897,256.0000,107.2348,8778.1323,166.4860,1
141,371.2518,390.0000,99.7657,8163.8384,119.2615,1
142,200.0000,218.0000,98.6114,8064.3425,98.6114,1
142,347.6101,366.0000,122.7923,10045.1849,132.5494,1
142,424.9155,444.0000,106.9180,8751.3787,148.3259,1
142,459.1154,478.0000,75.3754,6168.6338,168.1033,1
143,200.0000,218.0000,110.4431,9031.9285,110.4431,1
143,277.0791,296.0000,123.3061,10091.5099,350.4512,1
143,281.5871,300.0000,97.4518,7972.3256,351.9437,1
143,282.6281,302.0000,100.4215,8221.3784,348.7754,1
144,200.0000,218.0000,74.7525,6113.1883,74.7525,0
144,219.0270,238.0000,109.1475,8933.1106,170.5768,1
144,354.4626,374.0000,98.5092,8065.7756,117.9576,1
145,200.0000,218.0000,111.2097,9094.6190,111.2097,1
145,228.2282,246.0000,100.1526,8196.6258,180.9017,1
145,289.2585,308.0000,89.1914,7298.4964,159.8345,1
146,200.0000,218.0000,102.9110,8415.9590,155.8524,0
146,212.8693,232.0000,85.9437,7034.8531,188.8027,1
146,231.1040,250.0000,75.4218,6172.4855,217.0280,1
146,341.7082,360.0000,97.3945,7966.8306,200.5899,1
146,347.1216,366.0000,69.5940,5695.4613,197.7026,1
146,379.6582,398.0000,115.9193,9482.5461,241.9579,1
147,200.0000,218.0000,72.5391,5932.1733,72.5391,1
147,269.9233,288.0000,93.2388,7625.4907,119.5727,1
147,444.3804,464.0000,113.8369,9321.3222,121.0157,1
147,490.2302,508.0000,95.2392,7794.5642,160.7127,1
147,522.7957,542.0000,56.8592,4654.4141,157.0814,1
148,200.0000,218.0000,76.8133,6281.7111,76.8133,1
148,333.3509,352.0000,114.2623,9349.3543,189.9782,1
148,344.4154,364.0000,85.0368,6962.9089,196.8495,1
148,528.3054,546.0000,119.0896,9749.0319,129.3141,1
149,200.0000,218.0000,99.5660,8142.4114,99.5660,1
149,231.9805,250.0000,56.8732,4651.1132,124.6694,1
149,377.6554,396.0000,107.7151,8811.4397,119.5063,1
150,200.0000,218.0000,82.6671,6760.4357,82.6671,1
150,267.2525,286.0000,76.7527,6280.6740,107.7800,1
150,448.4242,468.0000,98.9630,8103.1533,104.7115,1
151,200.0000,218.0000,69.6833,5698.6327,89.8802,0
151,216.4196,236.0000,83.6877,6852.4261,142.6550,1
151,236.7023,256.0000,138.2088,11314.3646,248.4310,1
151,257.7596,276.0000,72.2449,5909.3420,263.2788,0
152,200.0000,218.0000,79.4430,6496.7725,79.4430,1
152,386.9236,406.0000,93.3188,7638.2220,97.3545,1
152,440.6070,460.0000,70.1096,5739.8722,115.1754,1
152,468.9750,488.0000,104.3493,8540.7468,227.8249,1
152,484.5402,504.0000,97.7485,8003.0460,247.2539,1
153,200.0000,218.0000,94.2395,7706.8114,94.2395,1
153,228.6848,248.0000,95.1927,7792.9810,161.4654,1
153,256.6563,276.0000,76.8742,6293.4627,186.3440,1
154,200.0000,218.0000,91.4660,7479.9996,273.9560,1
154,202.7109,222.0000,108.4132,8875.1168,289.6831,1
154,210.5751,230.0000,98.1889,8038.9069,284.7574,1
154,255.0009,274.0000,93.0516,7615.9043,240.6087,1
155,200.0000,218.0000,89.4188,7312.5771,89.4188,1
155,261.5267,280.0000,102.8933,8417.9015,139.9814,1
155,379.3645,398.0000,97.6926,7993.4724,140.8587,0
155,396.3278,414.0000,84.0598,6881.9186,185.0458,1
155,438.6498,458.0000,89.7673,7349.0171,186.5317,1
156,200.0000,218.0000,126.9856,10384.7537,212.3699,1
156,210.0966,228.0000,107.5834,8800.8759,226.8695,1
156,385.4378,404.0000,102.4556,8382.6974,115.8120,1
156,410.5494,430.0000,84.0456,6881.0967,237.7149,1
156,410.7243,430.0000,68.9305,5642.8525,237.7149,1
157,200.0000,218.0000,91.6778,7497.3204,91.6778,1
157,272.0277,290.0000,66.9646,5476.7948,99.1557,1
157,380.5008,400.0000,84.5997,6926.6979,102.2351,1
157,444.8113,464.0000,102.8586,8419.7680,142.0451,1
158,200.0000,218.0000,91.4988,7482.6771,91.4988,1
158,240.1672,258.0000,97.9888,8017.8909,212.8760,0
158,253.9716,272.0000,115.7186,9463.5879,349.1365,1
158,260.1466,278.0000,109.4063,8951.5031,342.3644,1
159,200.0000,218.0000,80.2413,6562.0509,80.2413,1
159,264.9160,284.0000,93.0311,7614.7184,124.1681,1
159,413.4340,432.0000,68.1322,5574.4501,79.8138,1
159,438.0826,456.0000,91.1606,7457.0589,151.1927,1
159,507.4403,526.0000,124.1099,10154.3843,176.1106,1
160,200.0000,218.0000,97.9400,8009.4327,211.9889,1
160,206.2760,224.0000,122.4535,10023.4013,218.0990,1
160,252.0150,270.0000,89.5996,7327.7246,204.1647,1
160,363.5707,382.0000,99.0223,8100.9122,132.9107,1
161,200.0000,218.0000,80.0835,6549.1501,80.0835,1
161,224.6749,244.0000,80.1294,6559.8711,232.1826,1
161,232.9324,252.0000,100.6981,8242.1670,229.3279,1
161,262.0714,280.0000,139.0897,11377.3040,294.2082,1
162,200.0000,218.0000,59.2152,4842.5572,59.2152,1
162,239.4050,258.0000,103.0513,8431.6668,138.4301,1
162,296.6290,316.0000,96.5253,7902.3951,224.9987,1
162,298.7024,318.0000,69.8716,5719.9870,222.5510,1
162,322.4930,342.0000,91.3972,7483.2969,253.2192,1
163,200.0000,218.0000,56.5205,4622.1892,151.7413,1
163,209.9765,228.0000,119.1013,9740.1875,172.1948,1
163,303.4666,322.0000,68.7628,5625.8982,109.3789,1
164,200.0000,218.0000,96.7183,7909.5272,96.7183,1
164,250.8548,270.0000,110.8115,9070.4806,269.5678,1
164,255.2511,274.0000,113.4927,9287.1194,266.7252,1
165,200.0000,218.0000,112.7380,9219.6034,112.7380,1
165,275.0559,294.0000,84.4028,6907.7433,121.4367,1
165,360.2751,378.0000,77.5814,6350.3871,147.6340,0
165,375.8267,394.0000,116.3528,9516.6522,209.4632,1
166,200.0000,218.0000,63.7138,5210.4530,162.4948,1
166,208.2459,226.0000,113.1501,9260.9219,174.2720,1
166,350.0323,368.0000,86.9581,7112.1066,105.4843,1
167,200.0000,218.0000,106.4254,8703.3634,151.9309,0
167,214.3682,232.0000,94.3818,7728.0511,300.9213,1
167,218.8176,238.0000,115.9417,9490.6802,295.8930,1
167,238.1863,256.0000,97.2706,7959.6352,332.8584,1
167,335.8185,354.0000,103.1037,8433.0503,171.8600,1
167,425.1177,444.0000,99.9513,8179.8809,142.0279,1
168,200.0000,218.0000,80.2530,6563.0124,80.2530,1
168,359.6231,378.0000,68.8678,5633.7619,75.3691,1
168,432.2385,450.0000,108.4268,8874.1125,134.4074,1
168,467.7118,486.0000,73.1021,5979.7012,156.8342,1
168,555.9246,574.0000,108.8010,8898.2232,147.7265,1
169,200.0000,218.0000,80.4751,6581.1737,153.5001,1
169,208.7785,228.0000,85.6507,7011.3438,161.2464,1
169,332.9507,352.0000,95.8182,7842.6382,221.7789,1
169,341.2439,360.0000,114.3930,9360.8485,224.9627,1
170,200.0000,218.0000,100.7862,8242.1929,100.7862,1
170,262.3058,280.0000,114.8243,9399.8753,156.6272,1
170,374.5956,394.0000,91.0003,7450.2494,117.3891,1
171,200.0000,218.0000,76.8139,6281.7602,76.8139,1
171,240.8837,260.0000,94.3077,7719.3979,138.7127,1
171,372.1537,390.0000,117.6071,9622.7081,135.0640,1
171,478.4477,498.0000,78.9192,6461.8501,104.5331,1
171,520.6451,540.0000,110.6731,9060.5495,167.8829,1
171,650.2583,668.0000,104.2069,8529.3142,125.9339,1
172,200.0000,218.0000,101.7589,8321.7435,101.7589,1
172,360.3705,378.0000,99.8053,8172.1988,108.0487,1
172,407.0363,426.0000,129.3287,10584.7568,278.0952,1
172,409.0731,428.0000,92.7462,7590.4887,275.8824,1
173,200.0000,218.0000,96.1983,7867.0030,204.1617,0
173,207.1148,226.0000,89.7454,7344.6639,237.4429,1
173,214.7970,234.0000,60.3777,4942.4345,229.4225,1
173,240.5594,260.0000,105.8253,8664.2069,264.1266,1
173,267.8787,286.0000,111.8219,9145.6486,292.3772,1
173,449.3123,468.0000,107.5016,8796.4429,122.4891,1
174,200.0000,218.0000,92.5302,7567.0266,92.5302,1
174,228.8355,248.0000,60.0566,4916.0099,125.1273,1
174,259.7712,278.0000,106.6110,8720.2690,187.7358,1
174,288.6479,308.0000,106.6760,8733.2971,314.2233,1
174,293.3520,312.0000,85.2201,6973.0082,306.0774,1
174,346.5039,366.0000,120.2235,9843.4224,253.7236,1
175,200.0000,218.0000,107.8132,8816.8564,108.8715,0
175,217.9332,236.0000,93.3264,7632.5855,278.2825,1
175,224.8102,244.0000,102.1614,8362.7009,272.4265,1
175,275.9884,294.0000,98.8246,8081.8633,226.2825,1
176,200.0000,218.0000,107.4520,8787.3193,107.4520,1
176,256.0814,274.0000,93.9960,7688.9664,143.2431,1
176,281.2229,300.0000,104.2572,8531.5701,206.7404,1
176,346.5783,366.0000,75.7349,6200.5442,149.9739,1
176,568.0858,586.0000,86.7275,7094.5055,90.8301,1
177,200.0000,218.0000,97.4334,7968.0064,97.4334,1
177,223.2008,242.0000,70.8775,5800.1417,196.6100,1
177,238.8773,258.0000,117.5347,9620.6505,236.7411,1
177,284.8219,304.0000,100.7916,8250.5001,219.3024,1
178,200.0000,218.0000,114.8979,9396.2381,114.8979,1
178,238.8693,258.0000,90.8482,7436.2998,159.4953,1
178,280.5275,300.0000,113.8418,9320.7583,199.5355,1
178,320.2540,338.0000,118.9222,9733.6188,233.0815,1
178,338.0970,356.0000,88.8305,7266.8038,274.5322,1
178,446.9157,466.0000,82.5461,6756.5040,129.1686,1
179,200.0000,218.0000,95.7022,7826.4290,95.7022,1
179,227.8528,246.0000,98.4889,8055.3535,167.9780,1
179,311.6450,330.0000,77.6018,6348.1322,123.0969,1
179,594.9889,614.0000,99.8556,8172.8544,101.0467,1
179,620.9205,640.0000,84.2420,6895.2902,158.6510,1
180,200.0000,218.0000,36.7042,3001.6320,36.7042,1
180,355.1397,374.0000,128.3850,10506.6743,197.0771,1
180,366.9534,386.0000,87.7014,7178.2726,206.8033,1
180,419.7868,438.0000,105.0854,8595.3706,199.1470,1
180,461.4165,480.0000,97.8351,8004.7989,205.0785,1
181,200.0000,218.0000,66.6087,5447.1925,66.6087,1
181,275.8398,294.0000,71.8151,5873.7828,93.6957,1
181,313.6963,332.0000,125.5609,10270.9270,241.1791,1
181,324.0910,342.0000,75.3047,6160.1988,240.1317,1
182,200.0000,218.0000,113.5267,9284.0991,113.5267,1
182,221.9340,240.0000,102.1771,8356.4217,192.7025,1
182,311.5375,330.0000,94.7673,7753.0258,141.7838,1
182,330.2230,348.0000,111.8079,9150.3591,226.2680,1
182,396.8137,416.0000,149.6287,12248.2432,229.1186,1
182,495.9338,514.0000,115.4632,9443.0144,164.3843,1
183,200.0000,218.0000,91.8269,7509.5128,91.8269,1
183,231.9125,250.0000,89.6208,7329.6648,152.1474,1
183,255.2761,274.0000,91.7732,7509.6632,212.3132,1
183,273.0609,292.0000,61.7782,5056.0644,221.5133,0
183,301.8919,320.0000,66.7635,5460.3650,280.1917,1
183,306.7273,326.0000,70.8523,5800.1637,267.5695,1
184,200.0000,218.0000,102.2337,8360.5731,102.2337,1
184,241.7783,260.0000,97.9191,8009.2648,248.0307,1
184,244.8367,264.0000,92.3238,7557.2713,244.4414,1
184,324.1826,342.0000,115.3634,9440.0418,188.2141,1
185,200.0000,218.0000,88.8386,7265.1313,88.8386,1
185,264.3204,282.0000,104.6274,8565.5559,140.2681,1
185,350.6643,370.0000,105.2791,8618.8346,188.4221,0
185,366.1454,384.0000,92.5054,7568.6523,270.3690,1
185,376.2784,394.0000,71.9217,5887.1824,263.2063,1
185,470.0849,488.0000,77.5623,6344.7544,136.1717,1
186,200.0000,218.0000,93.0011,7605.5384,93.0011,1
186,277.9054,296.0000,152.0088,12432.1557,181.5578,1
186,355.3623,374.0000,83.0717,6797.1661,139.3409,1
187,200.0000,218.0000,101.4000,8292.3913,223.6095,0
187,208.4341,228.0000,86.9682,7120.9616,323.3776,1
187,211.7340,230.0000,67.1090,5489.3652,329.3274,1
187,220.3166,238.0000,95.1417,7788.8838,322.9246,1
188,200.0000,218.0000,92.9761,7603.4936,92.9761,1
188,305.8868,324.0000,71.9274,5882.7301,151.0771,0
188,319.1735,338.0000,102.5638,8393.3218,257.8829,1
188,325.1023,344.0000,80.0050,6547.5791,251.7161,1
188,363.6080,382.0000,77.2378,6318.5520,300.3345,1
188,369.7592,388.0000,83.8342,6857.3079,289.4537,1
189,200.0000,218.0000,93.4938,7645.8314,93.4938,1
189,407.9083,426.0000,104.1817,8520.5579,107.5848,1
189,476.4023,496.0000,125.0671,10240.7342,163.8862,1
189,589.0923,608.0000,109.1788,8935.2265,137.1512,1
189,623.3347,642.0000,104.9463,8587.1984,191.7082,1
190,200.0000,218.0000,126.5392,10348.2485,126.5392,1
190,226.1798,244.0000,99.3524,8129.8063,194.1879,1
190,306.2192,324.0000,115.4252,9446.2704,171.2703,1
191,200.0000,218.0000,73.5076,6011.3813,73.5076,1
191,245.6295,264.0000,71.4520,5845.1292,111.2262,1
191,306.5998,326.0000,90.9482,7445.9645,134.5585,1
191,618.8432,638.0000,111.7267,9145.4748,112.5389,1
192,200.0000,218.0000,121.9729,9974.8213,121.9729,1
192,275.6795,294.0000,96.8553,7922.9154,136.9228,1
192,353.5754,372.0000,100.7424,8241.6027,142.2630,1
192,481.4743,500.0000,105.5444,8635.1592,124.2706,1
192,546.2653,564.0000,92.6913,7586.9485,141.0938,1
193,200.0000,218.0000,106.6653,8722.9847,106.6653,1
193,434.2248,452.0000,85.9142,7031.2617,88.4315,1
193,482.3533,500.0000,100.9363,8264.3143,147.2229,1
193,521.0450,540.0000,106.3428,8703.4397,190.8195,1
193,608.2876,626.0000,99.7866,8168.3318,149.0601,1
194,200.0000,218.0000,118.1050,9658.5084,118.1050,1
194,369.8823,388.0000,115.6891,9461.9072,123.7878,1
194,391.0322,410.0000,85.4832,6996.2939,281.6524,1
194,391.7991,410.0000,98.4846,8055.3754,281.6524,1
194,496.2328,514.0000,113.1724,9262.3366,168.1860,1
194,537.7049,556.0000,112.4394,9197.5178,205.4575,1
195,200.0000,218.0000,111.4858,9117.2005,111.4858,1
195,482.0880,500.0000,140.5738,11499.3345,141.7560,1
195,521.3769,540.0000,53.6710,4391.4617,138.3976,1
195,555.2715,574.0000,106.7678,8736.6809,189.9381,1
196,200.0000,218.0000,92.2205,7541.7012,92.2205,1
196,226.7482,246.0000,43.6415,3572.5610,140.9041,1
196,243.4280,262.0000,82.6744,6764.2994,171.5832,1
196,307.3486,326.0000,81.3576,6656.9868,145.1061,1
197,200.0000,218.0000,88.4889,7236.5368,88.4889,1
197,266.8404,286.0000,81.2276,6648.9609,114.4400,1
197,380.1799,398.0000,78.5490,6427.5085,98.0485,1
197,490.0753,508.0000,73.7555,6033.1498,91.5625,1
197,517.8067,536.0000,107.7078,8809.7177,172.4979,1
197,554.1244,572.0000,88.0471,7203.3762,192.2917,1
198,200.0000,218.0000,52.8876,4325.0919,52.8876,1
198,235.5856,254.0000,69.3433,5672.8320,103.0857,1
198,273.5834,292.0000,96.7461,7914.6197,160.7486,1
198,291.6339,310.0000,58.0753,4750.8324,184.2818,1
199,200.0000,218.0000,92.7319,7583.5220,92.7319,1
199,250.3386,268.0000,131.1799,10740.0120,178.1362,1
199,288.1445,306.0000,91.7172,7504.1391,198.1509,1
